Tweet,Topic
"Proud moment for 🇮🇳
Congratulation @mirabai_chanu on
Winning silver 🏅
#Tokyo2020 #Silver https://t.co/KfMj2z0eEO",0
What was the @SouthAfrica's Olympic team wearing? #Olympics #Tokyo2020,-1
#Shepolopolo let's go 💪🏿🇿🇲 #Tokyo2020 2021 ladies #Shepoloplo have fun enjoy the games and be proud #OneZambia 💪🏿 a… https://t.co/51fSDJaWO5,-1
In Rio swimming finals started at 10pm and ended after midnight because the Americans wanted them in prime time. No… https://t.co/DP1aF6FruA,11
From the football matches happening in the #Olympics at the #Tokyo2020 to the transfer news and rumors. Join… https://t.co/yywnPLuciq,-1
"🔥 The Olympic Flame is now on Yume-no-Ohashi Bridge 

 📍 https://t.co/kbRgiOHNMt
📸 Photo by #Tokyo2020 https://t.co/6myGRHbt5J",1
"Malaysia MD won 1st match 🔥👏
🇲🇾 VS 🇰🇷

#OlympicGames #Tokyo2020 https://t.co/2LxcYvmMlU",36
"Filipino gymnast Carlos Yulo looks to bring his world champion form to the Olympic stage.

Yulo kicks off his gold… https://t.co/8v9KIf3nEf",19
Heartiest congratulations to  @mirabhai_chanu for starting the medal tally for India in the #Tokyo2020 by winning s… https://t.co/tnMa4eZDA8,0
"Filipino gymnast Carlos Yulo looks to bring his world champion form to the Olympic stage.

Yulo kicks off his gold… https://t.co/LtBxePCchf",19
Hearty congratulations @mirabai_chanu for lifting 🥈 in women's 49Kg Weightlifting. Let's cheer for India.… https://t.co/54sEkfdn7f,47
"Final featherweight fight for today: 
Keevin Allicock (Guyana) vs. Alexy Miguel de la Cruz (Dominican Republic)… https://t.co/7n8D0mvwvB",4
@mirabai_chanu @Media_SAI @IndiaSports @RailMinIndia @iosindiaoff @virenrasquinha @imrahultrehan Thank you for making us proud. #Tokyo2020,-1
"Olympics: Judoka Tonaki wins silver for Japan's 1st medal at Tokyo Olympics

#Tokyo2020 #judo

https://t.co/iS6F6DGPz7",27
"From:
""No win for #TeamIndia in Women's Singles #TableTennis at the Olympics for 29 years."" 

To:
""2 wins for… https://t.co/WM25ofkJnW",3
"[News Update]
Mirabai Chanu wins India’s first Olympic medal in Weightlifting Women’s 49kg category
@mirabai_chanu… https://t.co/izPaTTYFQR",0
"Excitement built, fans clapped when the first finishers hit the final circuit. As cyclists crossed the line, some s… https://t.co/b7Cut2knzu",5
"Official website for the 2020 summer Olympic Games in Japan (23 Jul-8 Aug, 2021). Find the top stories, schedules,… https://t.co/qOzZkfTY3x",1
Sweden women’s soccer is legit. #Tokyo2020,-1
Mecarozzi-Sacchi nation where are you at? #Tokyo2020 #swimming,11
"1 - In fact, Barbra Banda is the first player from any continent to score two hat-tricks in a single Women's Olympi… https://t.co/yU68i2xdrX",2
"Congratulation MIRABAI CHANU for winning the 1st medel ""silver"" for India in #TokyoOlympics, Chak de India 🇮🇳… https://t.co/j2bseYreeY",-1
Land your faith in the hands of the daughters of India and they will never let you down. Congratulations Mirabai Ch… https://t.co/wJEcxju5dz,0
"Olympics: Judoka Tonaki wins silver for Japan's 1st medal at Tokyo Olympics

#Tokyo2020 #judo

https://t.co/8PdPsboh7F",-1
India's first medal at #Tokyo2020 came from @mirabai_chanu who won #Silver in Weight lifting. 🇮🇳 https://t.co/5l5EVfV6Lg,-1
#NewsAlert | PM Modi congratulated #MirabaiChanu on winning the Silver Medal. He also wished her the very best for… https://t.co/US9vlG93st,-1
Congratulations #MirabaiChanu for winning india's first medal in #Tokyo2020 #Olympics https://t.co/ve92kaevsF,0
Proud movement for India 🇮🇳 #Cheers4India #Tokyo2020 https://t.co/nDdPSbGiD1,0
"Carapaz bags gold in Road Race 🚴 and Pogacar finishes 3rd. Role reversal of sorts from Tour de France

#CyclingRoad… https://t.co/KIy2sNcPZO",5
"The opening ceremony of the 1980 Moscow Olympic Games

#Tokyo2020 
#TokyoOlympics https://t.co/Q7zrvkpthy",-1
Barbra Banda doing great things in #Tokyo2020 scored back to back hat tricks and becoming first African to score tw… https://t.co/hV3FjJCnoZ,2
"SILVER FOR MIRABAI CHANU! 🥈

Mirabai Chanu has done it! She becomes India's first medalist at #Tokyo2020 😍

What a… https://t.co/lrlGWtkiaT",-1
Mary Fowler. 👍🏼 #SWEAUS #Matildas #Tokyo2020,1
"India's first medal. Congratulations #MirabaiChanu for the silver in Women's 49kg
#Tokyo2020",31
"good morning ANDY MURRAY HAS WOOOOOON

#Tennis #Tokyo2020",52
wow #KOS just received the gold medal from judo 👏 #Tokyo2020,-1
"🇺🇸 🇩🇪 🇰🇷 🇹🇼 Men’s Qualification, Sub 3 begins at 6:30 am EST in U.S. (7:30 pm JST) and features USA, Germany, Korea… https://t.co/Azacxfu0G3",-1
"Congratulations #MirabaiChanu on winning Silver 4 the country!🇮🇳 proud of you 
#Cheers4India #Tokyo2020… https://t.co/Z6SxfAQmS2",0
"Congratulations♥️♥️♥️♥️ #MirabaiChanu for lifting 202 kgs and a billion spirits.

#Tokyo2020 #Olympics #TeamIndia… https://t.co/s0y8xSK2Kh",-1
"A historic silver medal and a radiant smile were not the only eye-catching things about #MirabaiChanu in Tokyo, her… https://t.co/o2RLT4ccns",-1
".@Federvolley avoids debacle at opening of men's volleyball tournament at @Tokyo2020, @volei sweeps Tunisia… https://t.co/9J5dWIOPdw",1
Congratulations #mirabai &amp; thank you for making India proud. #Olympics #silver - Jai Hind #MirabaiChanu #Tokyo2020… https://t.co/IROxQYd9If,-1
"What an inspiration Natalya Partyka is?!
Playing table tennis without an arm and winning in straight sets.… https://t.co/giAkWgNEUj",3
"🇵🇹🆚🇪🇬 Portugal and Egypt meet in the next match, with plenty of thrills expected from these exciting teams who both… https://t.co/VsYxTsYkPU",54
🇨🇳 China has claimed their second gold medal of the Olympics after Hou Zhihui won the women’s 49-kilogram weightlif… https://t.co/iO3VC3mb9w,43
@mirabai_chanu India's tennis star Sumit Nagal (@nagalsumit) breaks THIS record after 25 years at the… https://t.co/2WQueoyjGI,17
"What. A. Sight.

That’s it. That’s the tweet.

#RaiseARacket 🏸 at #Tokyo2020 #Olympics for 🇮🇩 the Minions. https://t.co/ZGp25KH0s5",-1
"The American swimming squad doing their best to create an atmosphere at the pool, using inflatable clappers to supp… https://t.co/mmgSe1DWQu",11
"@mirabai_chanu 
Congratulations Madam on winning the Silver Medal in Weightlifting in the @Olympics.
All the very b… https://t.co/g8MiqhCALt",0
"What a wonderful start to #Tokyo2020  ! 

Many congratulations to 
@mirabai_chanu for winning the Silver medal in w… https://t.co/BPB4ea4Fog",0
"Love @mirabai_chanu .. Congratulations... Proud for you..
#Tokyo2020 #Cheer4India https://t.co/JZoIgS1Ezg",0
India strikes first medal at #Tokyo2020 Olympic! Mirabai Chanu wins silver Medal in 49 kg Women's Weightlifting and… https://t.co/4LyVEOg4DI,31
fuck i didnt expect them to make sth this good!!!  #Tokyo2020 https://t.co/Ggw7kBLoEe,6
"Our theme at @CroydonLibs @CodeClub this week is the @Olympics #Tokyo2020 

https://t.co/n623vHXfg9

If you can't m… https://t.co/8eRKccxUMM",-1
"Congratulations #MirabaiChanu on winning Silver medal for the country...
#Tokyo2020",0
"Cycling-Carapaz wins gold in thrilling finish to road race
#Tokyo2020 #TokyoOlympics #TokyoOlympics2021 #Olympics… https://t.co/DzfFwn1ZUl",5
"7 total goals 5 of them from headers. this indicates that #SWE has good players for crossing and, positioning, is a… https://t.co/JmfEaI4Mte",-1
"India's first medal. Congratulations #MirabaiChanu for the silver in Women's 49kg
#Tokyo2020",31
"Indian women’s Hockey team will also start their #Tokyo2020 campaign against Netherlands today.

Time: 5:15 PM IST… https://t.co/rj7frsBjJ3",1
"Bravo!
What a Great Start for India at #TokyoOlympics2021.
Heartiest Congratulations #MirabaiChanu on winning India… https://t.co/iyVwWE10Wx",-1
"Whaaaaat!!!!
#Tokyo2020 https://t.co/Qqxe6ks2Ch",6
"Congratulations #MirabaiChanu on winning Silver medal for the country!🇮🇳🥈   ""First day First Medal""
You have made u… https://t.co/0ha32CY3CC",0
"90’ Sweden 4-2 Australia 

Stina Blackstenius with her 3rd goal of the tournament to give Sweden a comfortable lead… https://t.co/KG5MRaOamg",1
"Technology used in #TokyoOlympics 
#bbcolympics #Tokyo2020 #TokyoOlympics2021 #Tokio2020 #TechnologyNews #startup… https://t.co/yAQ76plwYk",-1
Portugal 🇵🇹 versus Egypt 🇪🇬 is coming up next 💪 Read all about the #Tokyo2020 men's group B action here 👉… https://t.co/SZX6gWbhA7,54
Men's 400m Individual Medley Heat 2 #Swimming  #Tokyo2020 #TokyoOlympics #Tokyo2021 #Olympics  #OlympicGames… https://t.co/6p57mKcgXr,35
"Tsendbaatar Erdenebat edges Nicholas Okoth by split decision. Scores 30-27, 29-28, 29-28 for Erdenebat, 29-28 and 3… https://t.co/1lBl0JqozL",-1
"Making India proud with the first medal #Silver 
Well Lifted @mirabai_chanu 
#Tokyo2020 #OlympicGames 
#TeamIndia… https://t.co/S0NvlvcKx4",-1
#2020TokyoOlympics | Check out #India’s past records at the #Olympics and some of the top contenders ready to take… https://t.co/1UMaSm2Xha,0
@Mohanlal @mirabai_chanu And here comes India with our very first medal at the Tokyo Olympics 2020! Proud of… https://t.co/FKBGB0MnvF,0
"#Weightlifting: #MirabaiChanu wins historic silver medal at #TokyoOlympics
@mirabai_chanu @IndiaSports @NBCOlympics… https://t.co/8dVns3VxmF",-1
"Never ending success, never ending pride with our #Judoka girls #GoldenGirl Distria Krasniqi at #Tokyo2020 First Go… https://t.co/0JL780usIZ",20
"https://t.co/86jq4Wo5WH

Premium #domainname for sale

Huge potential as a car review site !

Buy @… https://t.co/tEqYcDYDDt",42
Shit #judo #Tokyo2020 #Olympics #Tjakadoea,34
Many congratulations to #MirabaiChanu for winning India’s first medal in the ongoing #Tokyo2020 #Olympics. https://t.co/pPZa7AHTAS,0
3 vs 3 basketball is super intensive! But it really doesn't feel like an Olympics caliber sport. Feels more like so… https://t.co/9dFqVjYHF3,13
So excited to watch #skateboarding  and #bmxfreestyle  making their #Olympics  debuts. #Tokyo2020,8
Lewis Clareburt going well! Go boy! #Tokyo2020,23
"𝗙𝗜𝗥𝗦𝗧 𝗢𝗡𝗘 🤩

BAI congratulates @mirabai_chanu as she opened account for 🇮🇳 at @Tokyo2020 by winning 🥈 in women's 49… https://t.co/R7AqAiig1Y",-1
And here comes India with our very first medal at the Tokyo Olympics 2020! Proud of @mirabai_chanu who secured the… https://t.co/ngowOxHyeR,-1
"Even at the break in the men's hockey.

@Samuel_Ward13 on the scoresheet for #TeamGB, with the score level at 1-1.… https://t.co/cvWIG054yS",1
"Make us proud guys🤝🤝👌🏽👌🏽 
Ghana’s Athletics team at #Tokyo2020 @benjaminazamati @JAmoah_20 @SeanSafo https://t.co/aHzKwuYpOD",46
As for the technical 'n' tactical... Our front three (plus now Fowler off the bench) is as good and encouraging as… https://t.co/7FMCulnTR7,-1
#MirabaiChanu wins the first medal for India. She snatches a silver in the women's weightlifting in 49kg category!… https://t.co/iAPpjh5ZgE,0
#Tokyo2020 Women’s #WaterPolo - Result: South Africa 4-29 Spain #SSOlympics,41
"And now even have to compete against males in some sports.
#Tokyo2020 #SexMatters #SaveWomenSports https://t.co/NwWLl2lkpy",-1
"🤽‍♀️ #Waterpolo  #Tokyo2020 #Olympics

Women Preliminary Round
Group A

FINISHED

#RSA 4-29 #ESP

(2-5, 1-9, 1-5, 0-10)

#TeamESP",41
Mirabai Chanu clinches first silver for India at Tokyo Olympics | The Indian Awaaz - https://t.co/h8vuNSmbOy… https://t.co/tQ0hg7zbwx,-1
I thought they had to wear head guards in the #boxing #Tokyo2020,4
Woow woow such a proud of you Distria  #Tokyo2020 https://t.co/BcAEyTFIRO,0
South Africa women vs Spain in water polo. #Tokyo2020 https://t.co/dgMF5esgXW,41
"#Tokyo2020, gli highlights di #Fognini vs #Sugita
https://t.co/LQ0m6krLv2",-1
Oshonaike...you fought well... #Tokyo2020,4
6min of stoppage time...anything is possible. #SWEvAUS #Tokyo2020,1
"Don't Miss🔥🔥🔥
https://t.co/VsKg0gJ09q
#Tokyo2020 https://t.co/wAmWgE25he",6
"'I WON'T STOP FIGHTING AND TRYING'

Filipino taekwondo jin Kurt Barbosa expressed his gratitude to everyone who sup… https://t.co/DNhgdoy6fb",49
Tim Drummond is the best player I’ve played against. Yessis he was an animal 😹🔥 #SAHockey #Tokyo2020,1
Lahinch’s Paul Talty leading the preparations of Team Ireland’s swimmers for Tokyo Olympics https://t.co/RhJ8vMepVW… https://t.co/JeY6bWWfj5,-1
"[LIVE] #Swimming — Men's 400m Individual Medley | #Tokyo2020

19:19 — Heat 4 
• #GER HEIDTMANN Jacob
• #ITA RAZZETT… https://t.co/veClDp3lEc",35
@OmTyagi71384420 @DipChak34593478 @Tharmaraj @WeAreTeamIndia @Shettychirag04 @satwiksairaj Yes...only hope for best… https://t.co/j5bnjwloWb,0
these result are being way to good... i'm not believing in it #Tokyo2020,-1
"Congratulation to our country.
First Indian weightlifter to win #Silver medal at Day 1 of Tokyo #Olympics
You are m… https://t.co/f0LIouVQS6",0
#AUS captain is doing pretty good #SWEAUS #football #Tokyo2020 #Olympics,28
#Misia is one of my favorite Japanese singers. I’m so glad to see her signing Japan be national anthem yesterday. P… https://t.co/3e5rWjOXm1,1
#Tokyo2020 Anyone else watching the sessions that they had tickets for? Just me then #2012Tweeps #ArtisticGymnastics #bbcolympics,10
Distria from #Kosova wins the #1st #gold #medal 🥇 in #Tokyo2020 … #proud #kosovo #olympics #judo https://t.co/AEvRT0UI7O,20
"Absolutely amazing Madhubani Painting by @KundanRoy25

@Olympics
@Tokyo2020 @Tokyo2020hi

#Olympics #Tokyo2020… https://t.co/R0HRDkg3KY",-1
Off to a flying start!! Heartiest congratulations to #MirabaiChanu for bringing home the Olympic #silver medal on t… https://t.co/KHtJvjqlBL,0
When did Olympic boxing adopt the 10 point system?!? #Tokyo2020,4
"All set for the first round of Men's 57-63KG 🥊

Catch the live Match: 

🗓️ 25th July

🕒 3:06 PM

#Cheer4India… https://t.co/EoqhLcF9Uo",-1
#Tokyo2020 #Olympic Games 234kms 1day road race closed. #Eritrea @MeraKudus finish 55 and Amanuel Gerezghier finish… https://t.co/QqtOBolfTH,5
"#Olympics
#Tokyo2020 #Goodmorning #HappySaturday Please #give #blood #money #food #housing to the @RedCross https://t.co/pi3r9Yqarq",-1
"Apart from Abba, Roxette, Volvo, Saab, Ikea and meatballs... what have the Swedes ever done for us?! #SWEvAUS #Tokyo2020 #Olympics",1
"Congratulations to #MirabaiChanu for lifting the hopes of a nation, and bringing home a silver lining to the tough… https://t.co/4IaDUttfcN",-1
"I think India is going to beat all its records of olympics in this one #Tokyo2020 #TokyoOlympics2021 #TokyoOlympics 

What do you think ...",0
"And it is #Gold 
Once again #Kosovo its on the #World map 
Smashing everyone on her way #DistriaKrasniqi.
#Kosovo… https://t.co/W24uzdecJJ",56
"Congratulations #mirabhaichanu First day first medal win India... 
#Tokyo2020 #Olympics https://t.co/z6ib5UGT1X",0
"Hearty congratulations to ace Indian weightlifter 
@mirabai_chanu
 for winning a Silver Medal in the women’s weight… https://t.co/mRAd24J2lW",0
"@BBCSport Blimey something @BBC are showing live @Tokyo2020 🤣

You guys owe a big apology to the nation for your co… https://t.co/bpw9Pcf7ks",10
An unexpected result of China's sensitivity over the mention of the name Taiwan. #Tokyo2020 https://t.co/eKtW3yGd2F,1
Off to a flying start! Huge congratulations to #MirabaiChanu on winning the silver for weightlifting at the… https://t.co/b61VrRjhO3,0
"Asllani can slap me around and choke the sh!t out of me 😍
#Tokyo2020 #SWEvAUS",1
"Barbra Banda, the girl is a star, back to back hatrick at the Olympics, 6 goals in 2 games
#Tokyo2020 https://t.co/iIHxeZi5Fi",2
@Mohanlal @mirabai_chanu And here comes India with our very first medal at the Tokyo Olympics 2020! Proud of… https://t.co/mWonAiZC1C,0
"Ladies and gentlemen, the fourth official has indicated a minimum of SIX minutes time added on. #SWEvAUS #Tokyo2020",1
"Disappointed to see our #QUAD  partner #Australia losing out to #Sweden in #Tokyo2020 #Women #football 
But a fanta… https://t.co/VgafHZ4k3W",-1
🥋- The 4 medallists in the women's 48kg judo event were all named in the medal positions by the @Gracenotelive… https://t.co/JEMdl3ADjM,-1
Proud moment for Indians! Congrazulating @mirabai_chanu for winning the silver medal 🏅 in #TokyoOlympics under wome… https://t.co/RCzKvmmkua,0
"Congratulation @mirabai_chanu 
 We all are proud on you 
For win Silver Medal for india #BharatKiBeti #cheers4india… https://t.co/fzFR9J6dO2",0
Get on @BBCiPlayer or Red Button now! It’s currently half time in @GBHockey men’s first game in #Tokyo2020 the score is currently 1-1 🏑🏑🏑,1
"Uche Eke this morning in Gymnastics 
Proudly Nigeria 🇳🇬🇳🇬🇳🇬
#Tokyo2020 #TokyoOlympics #TokyoOlympics2021 #Tokyo2021 https://t.co/39YQgMg55f",46
"World number 1 judoka #DistriaKrasniqi wins the 1st gold medal for the Republic of #Kosova 🇽🇰 at #Tokyo2020, the co… https://t.co/WMhMqfFFna",20
"Swimming night one #olympics 
Australians to watch.
Perkins
Housman
Lewis
Frame
Stevenson
(Time, July 1992 Road to… https://t.co/PZCFmmNcQi",-1
Too bad Nick Okong'o Okoth #Teamkenya good fight though! Edge of the seat kind of stuff. #Tokyo2020,4
"Congratulations
#Tokyo2020
#TokyoOlympics https://t.co/1abdVkgqOO",6
"Pressure destroys Creativity

#NoCode #startup #SaturdayVibes #Tokyo2020",25
"People Will Stare You, Make It Worth Thier While....
.
#EvdeKalTuerkiye #giochiolimpici #น้องเทนนิส #自転車ロード… https://t.co/hPvFYDndxz",-1
"Congratulations #MirabaiChanu for achieving the first medal for India at Tokyo Olympics, we are proud of you!… https://t.co/WPjzSZQY6F",0
