Tweet,Topic
unbelievable... #Olympics #Tokyo2020 #Kosovo https://t.co/mkGaGfgT7F,56
She look disappointed but you already sone your best tonaki. #tokyo2020,-1
@PuneethRajkumar @mirabai_chanu Hearty congratulations @mirabai_chanu for lifting 🥈 in women's 49Kg Weightlifting.… https://t.co/GuBVWPyhzE,0
"Heartiest congratulations to #MirabaiChanu for winning the silver medal in weightlifting, making it the first medal… https://t.co/Fp9y9huHEs",0
This is why I like the Olympics. I'm now watching  women's Water Polo event. Strange game but interesting. South Af… https://t.co/Y9q3XPO6Lo,41
Off to a flying start! Heartily congratulations to #MirabaiChanu on winning the silver for weightlifting at the… https://t.co/K34nXyikMu,0
quite like the BMX racing will be looking out for that and the Diving #Tokyo2020,-1
"The dream that you saw 5 years ago, has now become a reason to smile for 1.3 Billion people ! 

Heartiest Congratul… https://t.co/HWg2rOqDYW",-1
#MirabaiChanu wins the first medal for India. She snatches a silver in the women's weightlifting in 49kg category!… https://t.co/qpXSiJcHnW,0
"It's been fast &amp; lively but there's been no addition to the scoreline so it's still level at half-time 

The second… https://t.co/Vq0ZH7qwCM",-1
"Saurabh Chaudhary finished 7th in Air rifle 10m event.
Mixed Archery team lost in QF to Korea.
Apurvi n Elavenil di… https://t.co/vFzz5uydrd",29
@PuneethRajkumar @mirabai_chanu Hearty congratulations @mirabai_chanu for lifting 🥈 in women's 49Kg Weightlifting.… https://t.co/t34j7BQvua,0
"-20% Sales on my Etsy!
#Friday #SaturdayThoughts #weekend #Summer2021 #gift #selflove #selfie #Mensfashion… https://t.co/yHpuF1koHq",45
"Jamie Murray and Neal Skupski face Argentina's Andres Molteni and Horacio Zeballos later.

▪️ #Tokyo2020
▪️ #Olympics",-1
@PuneethRajkumar @mirabai_chanu Hearty congratulations @mirabai_chanu for lifting 🥈 in women's 49Kg Weightlifting.… https://t.co/QFbA73joUy,0
"Novak on Damir Mikec, who won silver for 🇷🇸 in shooting: Fantastic news! He had to leave for practice early every d… https://t.co/ckeZzxEsjM",17
Aussie is leading this one early #Tokyo2020 #TokyoTogether #swimming,-1
"Spain have pummeled south africa in water polo.
😂😂😂😂
#Tokyo2020",41
Sweden is THAT team rn 😳👏 #Tokyo2020,1
@PuneethRajkumar @mirabai_chanu Hearty congratulations @mirabai_chanu for lifting 🥈 in women's 49Kg Weightlifting.… https://t.co/vDQWmwJkqT,0
The 400IM is on #swimming #Tokyo2020 #Olympics https://t.co/8oTcf6ehf6,35
"#Olympics #Tokyo2020
Remember the name  #MirabaiChanu 
Really happy for her and for us 
As she is a staunch devotee… https://t.co/Ez2mrCszQU",0
Heartiest congratulations to #MirabaiChanu for starting the medal tally for India in the Tokyo Olympics 2020 by win… https://t.co/7mesr8kJka,0
Mi mood constante #Tokyo2020 https://t.co/erHwZkLcqd,40
"Go Tornike 💪🥋

#Tokyo2020 https://t.co/ThUi7syibY",-1
"What a bummer, Shira Rishoni, to lose like this on the last second. So cruel!!!😢😢😢 #Tokyo2020 #Judo",-1
ZA got very lucky not to lose referral! Did video ump not have the angle we had on tv? Stick handle and straight th… https://t.co/UVKtxVS12b,1
@PuneethRajkumar @mirabai_chanu Hearty congratulations @mirabai_chanu for lifting 🥈 in women's 49Kg Weightlifting.… https://t.co/ZAGClRFOLI,0
Congrats 🇽🇰 first gold medal of #Tokyo2020,0
"Murray and Salisbury's doubles partnership is a new one but one that seems to have gelled nicely, as they eased pas… https://t.co/5pgWzo2nui",52
"Tokyo 1964 ➡️ #Tokyo2020

The wood used to make the Olympic Rings comes from trees grown from seeds brought by inte… https://t.co/X6GKqhrUaO",1
"Go Team #AUS  !!!

10 Minutes left for the #Tokyo2020 #Olympics #soccer game who do u think will win ???",1
"#SWEvAUS 4-2. Sweden nudge in a header against Australia @thematildas https://t.co/bQDxwxk2yj
#Olympics #Tokyo2020",-1
"Kosovo wins Gold medal in women's Judo games at #Tokyo2020.
#OlympicGames #Olympics",20
"🎊 Great Start to Tokyo 2020 🎊
Congratulations to Mirabai Chanu’s for winning the first Silver medal in weightliftin… https://t.co/Ig2WyQMHtM",0
@PuneethRajkumar @mirabai_chanu Hearty congratulations @mirabai_chanu for lifting 🥈 in women's 49Kg Weightlifting.… https://t.co/rcfeKwsyhP,0
"me rn:

#SWEvAUS #Tokyo2020 https://t.co/9hRB6nlUoS",1
"Blackstenius strikes again with a header.

Sweden leads 4-2  over Australia.

#Tokyo2020 
#Olympics 
#soccer 
#matildas 
#Sweden",-1
Could not have asked for a happier start to Tokyo 2020!India is elated by Saikhom Mirabai Chanu's stupendous perfor… https://t.co/9ZjQoOcjrc,33
@PuneethRajkumar @mirabai_chanu Hearty congratulations @mirabai_chanu for lifting 🥈 in women's 49Kg Weightlifting.… https://t.co/hTa85DOZh0,0
whispering romance 🥰 #Equestrian #Tokyo2020,24
"Congratulation @mirabai_chanu for your ultimate silver win. You have made India super proud.🏋🏻‍♀️

#ProudMoment #Tokyo2020 #Weightlifting",0
Congratulations to #MirabaiChanu for opening India’s medals tally at #Tokyo2020 with a Silver medal. 🇮🇳 #Cheer4India https://t.co/MXWBXFPRLD,-1
@mirabai_chanu @Media_SAI @IndiaSports @RailMinIndia @iosindiaoff @virenrasquinha @imrahultrehan What a great start… https://t.co/5cehQjM7Y5,21
"Heeeey nice win, @JVA_Volleyball! 💪🏻 On to the next!  Also, less service errors next game please. 😅🙏🏻 #JPN… https://t.co/7qnbE0UgbN",1
Did I hear Breathe of the Wild in the Olympics opening? #Tokyo2020,-1
@PuneethRajkumar @mirabai_chanu Hearty congratulations @mirabai_chanu for lifting 🥈 in women's 49Kg Weightlifting.… https://t.co/rkzsuHDFzK,0
"Mirabai Chanu reacts after winning historic silver medal at #Tokyo2020:

""Finally it has happened, I got the silver… https://t.co/M49QnWXDBX",-1
"⭐ Key player: Saki Kumagai

An esteemed presence in the team and highly-successful in her time at Lyon, it looks li… https://t.co/SOV0FARHw4",29
"A 7️⃣th place finish for India's Saurabh Chaudhary in the 10m Air Pistol Men's Final at #Tokyo2020. 

Well done, yo… https://t.co/UW49j7MJr4",29
"Cheer for all athletes and staff in #Tokyo2020 Wish you all the best.  Fighto!

 #Olympics https://t.co/tzaRvAEXUF",0
"24 July, 2021. #Cheer4India

Making a tiny difference in the lives of those Olympic athletes in Tokyo.
@Media_SAI… https://t.co/ej03Rmqknb",0
"We wish you all the best folks. For all of us, you are a beacon of hope. From #Kakuma, I'm sending you my best wish… https://t.co/XD4bUJgyKq",-1
@PuneethRajkumar @mirabai_chanu Hearty congratulations @mirabai_chanu for lifting 🥈 in women's 49Kg Weightlifting.… https://t.co/JkwvaPCKmd,0
Great save Lindahl. Vital moment in the match. #Tokyo2020 https://t.co/H5MZ5H62Fv,-1
Congratulating @Mirabai_Chanu for bringing home Olympic Silver Medal in weightlifting. India is proud! Your success… https://t.co/rtgsxNWDpL,0
The very best of luck to Limerick's own Róisín Upton today with the Irish Women's Hockey Team as the side make hist… https://t.co/rh5S27FNQV,1
"Our ace pugilist @officialvkyadav will kick start his #Tokyo2020 campaign in a few minutes.

Stay tuned for updates… https://t.co/phrnZknGFd",-1
Heartiest congratulations to Saikhom Mirabai Chanu on winning the Silver medal in 49kg #Weightlifting at #Tokyo2020… https://t.co/xL3Y1Uz46z,0
"Congratulations #MirabaiChanu on winning Silver medal for the country!🇮🇳🥈
You have made us all proud 🙌🏻
#Tokyo2020 https://t.co/loZ0iBSCeo",0
Olympics without Michael Phelps hit different #Tokyo2020,-1
congratulationss boiss 🐯!! sorry oppaa #Tokyo2020 #Badminton #MAS https://t.co/2RKNyiI5i8,-1
Shades of Reid vs Slovakia there.  #SWEvAUS #Tokyo2020,-1
Prime Minister @narendramodi spoke to the remarkable @mirabai_chanu and congratulated her on winning the Silver Med… https://t.co/58DaveAZy6,0
Many congratulations to #MirabaiChanu for winning India’s first medal in the ongoing #Tokyo2020 #Olympics https://t.co/dRLcGBI6U9,0
@PuneethRajkumar @mirabai_chanu Hearty congratulations @mirabai_chanu for lifting 🥈 in women's 49Kg Weightlifting.… https://t.co/FeVDxed6cq,0
"Ok, but ladies first!
#MirabaiChanu, take a bow🙌🔥

Congratulations bharat ki beti🙏❤️
#Tokyo2020 #Olympics #Silver… https://t.co/WZAS5gbgPk",-1
"First silver for India 
MirabaiChanu WINS 1st Silver  in #OlympicGames 

#Tokyo2020 #TokyoOlympics2021… https://t.co/jjzkwTPFqQ",0
"""India strikes first medal at Olympic #tokyo2020 Mirabai Chanu wins silver Medal in 49 kg Women's Weightlifting and… https://t.co/CIck1ezQZK",0
Congratulating @Mirabai_Chanu for bringing home Olympic Silver Medal in weightlifting. India is proud! Your success… https://t.co/oMv6c4W7uM,0
Mirabai Chanu wins India's first medal at the Tokyo Olympics 2020 as she bags Silver after lifting 202KG in Weightl… https://t.co/qKOnTFMuPI,0
Perfect!!! Tuned in in time to see #SWE #11 Stina Blackstenius score the 4th goal against #AUS #football #Tokyo2020 #Olympics,-1
"India’s First Medal in Tokyo Olympics 2021!🇮🇳
Mirabai Chanu wines silver medal in women’s weightlifting-49kg.
Congr… https://t.co/EeeHgGVTVi",0
Kosovo just won a gold medal! Historic! #Tokyo2020 #Judo,20
"India is off to a brilliant start in #TokyoOlympics2020!
Heartiest congratulations to @mirabai_chanu for winning th… https://t.co/X1qD2nl51I",0
"HT: Great Britain 1-1 South Africa

Sam Ward had GB's men in front early on, but South Africa responded quickly and… https://t.co/0mLLPRqCQ4",1
@PuneethRajkumar @mirabai_chanu Hearty congratulations @mirabai_chanu for lifting 🥈 in women's 49Kg Weightlifting.… https://t.co/ViNx9BNJ8Y,0
"Goal- 81 minutes

Sweden 4-2 Australia

(SWE) Stina Blackstenius 

SWE 4-2 AUS #Tokyo2020 #Football #Olympics https://t.co/BMYS96RsAU",1
"🇿🇲 Barbra Banda in #Tokyo2020:

2️⃣ Matches = 6️⃣ Goals.

The @Copper_Queens star became the African player with th… https://t.co/9jMmw7SUGL",2
And so it begins… 🚴🏻🧗🥇🏋🏽‍♂️🏓🎾#Tokyo2020,6
"#मीराबाई_चानू #MirabaiChanu #Tokyo2020 #Weightlifting 

Average Kerela Youth https://t.co/5UBDgNojdN",0
Matildas mood right now. #SWEvAUS #Tokyo2020 https://t.co/uIFT3sFRUe,1
"Indian athletes in olympics have to fight with their opponents as well as system, politics, finances, sometimes the… https://t.co/hBMK3PrGIX",-1
"Country's First Medal on First Day👏👏
India is proud of her daughter.
 #MirabaiChanu #MirabaiChanuWinsMedal… https://t.co/k0zgrElRJo",-1
@PuneethRajkumar @mirabai_chanu Hearty congratulations @mirabai_chanu for lifting 🥈 in women's 49Kg Weightlifting.… https://t.co/QdXxxhub3N,0
Congratulations to #MirabaiChanu for opening India’s medals tally at #Tokyo2020 with a Silver medal. 🇮🇳 #Cheer4India https://t.co/774GJXX0NE,-1
"Congratulations #MirabaiChanu on winning the Silver medal for #Weightlifting at #Tokyo2020. What a feat!

You have… https://t.co/tCVMB9FUDg",0
"Congratulations to Pang Wei on winning the bronze medal🥉 of Air Pistol!
Also congratulate Iranian athletes on winni… https://t.co/KQGdghrr9M",-1
Swimming 🏊‍♀️ my favorite #Olympics event outside Track and field. #Tokyo2020,11
"The first medal for my country Indonesia .
#Weightlifting .
#Tokyo2020 .
Proud of Windy Cantika Aisah https://t.co/DiuRtRKM0T",0
[trending] Netizens joke that #WuJing is the busiest person this #Tokyo2020 thanks to the countless reactions memes… https://t.co/3dq4n1EGLV,43
@RobMc151 Anyone but #SamKerr scores right there! She's the most useless penalty taker I've seen #AUSvSWE #matildas… https://t.co/B75B5yOnye,-1
"#Tokyo2020 #Weightlifting 
This is the first time after @kmmalleswari  , India got an olympic medal in weightliftin… https://t.co/CSHgnkOm9g",-1
"Don't miss Vikas Krishnan  Boxing Men's Preliminaries - Should go through. #Tokyo2020 #IndiaTodayatOlympics 

15:54 Sony LIV",4
@PuneethRajkumar @mirabai_chanu Hearty congratulations @mirabai_chanu for lifting 🥈 in women's 49Kg Weightlifting.… https://t.co/riwPKdaSB3,0
#MirabaiChanu wins the first medal for India. She snatches a silver in the women's weightlifting in 49kg category!… https://t.co/yBMVNJJLYe,0
Livestream Olympic Games Tokio 2020  https://t.co/6vuRtC300x #Olympics￼ #Tokyo2020￼ #wielrennen #Hockey￼ #NED￼… https://t.co/MVmMptCXes,10
"Ghana’s Track &amp; Field team at the Tokyo Olympics || Joseph Oduro, Emmanuel Yeboah, Joseph Amoah, Nadia Eke, Benjami… https://t.co/VJQMfRflT8",46
@PuneethRajkumar @mirabai_chanu Hearty congratulations @mirabai_chanu for lifting 🥈 in women's 49Kg Weightlifting.… https://t.co/CIpasZVVSU,0
So proud to see an #African team in #hockey  #Tokyo2020. Remembering the great #Kenya team @Olympics 1964 #Tokoyo.… https://t.co/xWyfctBq0T,46
Cheeky fourth goal for #Sweden who look goodt this year! #football #Tokyo2020,-1
Dalaloren doing a tough floor ex 3 months after tearing his Achilles was amazeballs. Also really nice to see Dragal… https://t.co/YIR5fmZJYW,-1
Yesssssss Distria THE GOLD MEDALIST Krasniqi 🥇 #kos #Tokyo2020 so proud of you 🤍,20
"Congratulations #MirabaiChanu on winning the Silver medal for #Weightlifting at #Tokyo2020. What a feat!
You have m… https://t.co/d8olvGWza6",0
"Q1 🇨🇦 0-0 🇩🇪

First penalty corner for Germany !

Follow the Live scorecard on https://t.co/S2Zt1TJYJG

#Tokyo2020 #CANvGER",16
That could be game over. You can make an excuse regarding the referee all you want but the story of this game has b… https://t.co/MnPZr5cC6l,1
"Defence was the weakness for the Mathildas at the last world cup. It still is now.

#Mathildas
#Tokyo2020",-1
"Mirabai Chanu's Dream Run - Accidental Weightlifter to Olympic Medallist

#MirabaiChanu won India's first medal in… https://t.co/FwUxOno2xZ",-1
"Congratulations #MirabaiChanu for achieving the first medal for India at Tokyo Olympics, we are proud of you!… https://t.co/oGqIGGnHpq",0
@PuneethRajkumar @mirabai_chanu Hearty congratulations @mirabai_chanu for lifting 🥈 in women's 49Kg Weightlifting.… https://t.co/sV3x94EUGV,0
Is there a reason why Williams not the keeper tonight? #SWEvAUS #Tokyo2020,1
Glover has become the first British mother to row at an Olympics but her impressive comeback to the Games has not b… https://t.co/z9HsV4BZPv,3
"The amount of defenders just ball watching. Far out. 

#SWEvAUS #Tokyo2020 #football",1
But great to finally get home to see Carapaz won 🥇 in #Tokyo2020 - have a soft spot for him since watching Least Ex… https://t.co/Mk2CYOnUHk,5
Sweden women's football team is good. #7Olympics #Tokyo2020 #TokyoOlympics #TokyoOlympics2021 #TokyoTogether #TogetherStronger,-1
India beats New Zealand 3-2 to open hockey campaign positively at Olympics and will be taking on Australia tomorrow… https://t.co/zqHdtZlWOS,1
"Death, taxes, Blackstenius to score 🇸🇪 #Olympics #Tokyo2020 #football",28
You made us proud Kathleen Noble. #Tokyo2020,-1
"Goal: Sweden 4 - 2 Australia, Stina Blackstenius 82', Olympic Women's Tournament Tokyo 2020  #womensfootball… https://t.co/T06hf9ROF4",1
"Q2: 🇬🇧1-1🇿🇦

South Africa think that they've found a foot in the GB circle so go to the video umpire. However, it i… https://t.co/IBhYYNm0GW",16
"Borussia Dortmund vs Athletic Bilbao Live Stream, Prediction, Kick Off Time, Head to Head Stats, Lineup &amp; TV Channe… https://t.co/tNTd5xJzTI",10
"@PMOIndia @narendramodi @mirabai_chanu @Tokyo2020 Thank you very much
@mirabai_chanu ji for giving us the first sil… https://t.co/vRR5cnujbj",-1
@PuneethRajkumar @mirabai_chanu Hearty congratulations @mirabai_chanu for lifting 🥈 in women's 49Kg Weightlifting.… https://t.co/ogQsLuYETK,0
"Congratulations @mirabai_chanu 🙌🏻🇮🇳
We are proud of you
#Cheer4India #Olympics #MirabaiChanu #Tokyo2020",0
"We’ve got our red, white, and blue for the first day of competition at the #Tokyo2020! Tune into @nbc4i this mornin… https://t.co/ORdV9Yym1m",-1
"Matildas defence just hasn't been quite up to standard. 

Sweden score another goal and take a 4-2 lead. 

#Tokyo2020 #AUSvSWE",1
Ugh sucker punch. Lovely goals by the Swedes but some glaring issues defensively which need to be rectified. #Tokyo2020,1
"Congratulations #MirabaiChanu 👏

 Weightlifter Mirabai Chanu gave India its first medal at #Tokyo2020 as she won th… https://t.co/SmwRXoR4mB",0
Congratulations to #MirabaiChanu for opening India’s medals tally at #Tokyo2020 with a Silver medal. 🇮🇳 #Cheer4India https://t.co/yy11cr9Y3p,-1
"🎯 

The winners of the first-ever archery mixed-team event at the #Olympics 

🇰🇷 Korea #Gold 
🇳🇱 Netherlands… https://t.co/MVpRxTzuyU",30
And now this ref is shepharding? She gets one vote this game surely #SWEvAUS @TheMatildas #Tokyo2020,-1
@PuneethRajkumar @mirabai_chanu Hearty congratulations @mirabai_chanu for lifting 🥈 in women's 49Kg Weightlifting.… https://t.co/wJW2QgYccz,0
"Had to be her, great service and what a beautifully subtle header, a bit too good #SWEAUS #Tokyo2020 #Football",28
#MirabaiChanu Heartiest congratulations to @mirabai_chanu on winning the first medal. You have made the country so… https://t.co/UBUsIEi8OG,0
Always delivers @KurtWalker7 https://t.co/b5LAIBcZzB #Tokyo2020 https://t.co/BvgPk5ZRfZ,6
Barbara Banda 🔥 oh what a player⚽️ #Tokyo2020 https://t.co/6mT1gLF9OY,2
"Can anyone see the tweet I put out yesterday of the 21yo who lost her Olympic place to the Male, Hubbard.  I said w… https://t.co/4Nzf1bqTYc",-1
"Ashley McKenzie, GB's only male judoka in Tokyo, was eliminated from the Games in his first fight.

▪️ #Tokyo2020
▪️ #Olympics",-1
Kim Little captains the Team GB side against Japan. A win would secure their place in the #Tokyo2020  quarter-final… https://t.co/7eiamU0lS2,-1
@CBF_Futebol Let's Go 💛💚👍. #OlympicGames #Tokyo2020 #Olympics,15
"#TableTennis 
Women Singles Round 1
Suthirtha Mukherjee has defeated Sweden's Linda Bergstroem by 5-11 11-9 11-13 9… https://t.co/RZvFtcLtTO",3
The surfing at #Tokyo2020 kicks off Sunday morning at 10am (NZ time). Make sure you tune in. Billy Stairmand should… https://t.co/v3Ux7vAP3q,-1
@PuneethRajkumar @mirabai_chanu Hearty congratulations @mirabai_chanu for lifting 🥈 in women's 49Kg Weightlifting.… https://t.co/6XulvTMFzs,0
4-2 Blackstenius to seal it off! #SWEAUS #Tokyo2020,28
I finally got to see a bit of the opening ceremony of the Olympics. I want to hear the full uninterrupted version o… https://t.co/iMT6W1ORKQ,14
"Congratulations @mirabai_chanu for achieving the first medal for India at Tokyo Olympics, we are proud of you! 🇮🇳… https://t.co/FyrFq3a4MG",0
"Today can be your lucky day
Giving away $2,000 bitcoin to 2 great individuals on my channel. #cryptocurrency #Bitcoin #Tokyo2020 #Olympics",42
What a header Sweden on 🔥 🇸🇪 4-2 🇭🇲 still #SWEvAUS 82 Mins in.  #Tokyo2020 #OlympicGames,-1
"Shooter Seonaid McIntosh finished 12th in the women's 10m air rifle qualification, missing out on the final on her… https://t.co/lZXKMTxe6o",-1
okay watching #gymnastics on @BBCiPlayer  #OlympicGames #Olympics #Tokyo2020,8
Noooooo 4-2 #SWEAUS Blackstenius nods it in #OlympicFootball #AUSvSWE #Tokyo2020,28
Beautiful curled cross from Asllani to Blackstenius. Boom and #SWE lead 4-2 #Tokyo2020,-1
"Good morning, happy Saturday to all. G is thankful for you, G loves you

Looking to hit another with my goons, send… https://t.co/zPEbKq0fVw",-1
Oh god. 4-2. Mum says their fate is sealed. I'm trying to be hopeful. Probably need to drink more camomile tea to c… https://t.co/PzRrlGWFIg,32
Cuando nada phelps? #Tokyo2020 #JuegosOlimpicos,-1
Just not good enough #SWEvAUS #Tokyo2020,1
"Blackstenius OF COURSE

#SWEAUS 

#SWE 5-3 #AUS 81'

#Tokyo2020",28
Anyone in particular I should be keeping an eye on in the boxing? #Tokyo2020 #Olympics,4
"Very impressive, and under pressure, @SChaudhary2002 has upped the ante. Huge advantage going into the 10M Air Pistol Final #Tokyo2020",29
Again it’s just poor marking.... and a free header in the six yard box. #SWEAUS #Tokyo2020,28
4-2 Stina 81’ 🇸🇪💙💛💙💛🇸🇪🥰 #Tokyo2020 #OS2020 #os2021,-1
@PuneethRajkumar @mirabai_chanu Hearty congratulations @mirabai_chanu for lifting 🥈 in women's 49Kg Weightlifting.… https://t.co/HYx2i8KOD6,0
"We gold, we gold, we shinee #Distriaaaaa 🥇🇽🇰 #GoldenGirl #Tokyo2020",60
"Flash scores around the grounds

GOAL SWEDEN!

#Tokyo2020 - Football, Women's (Group Stage)
82' at Saitama
🇸🇪 SWE 4
🇦🇺 AUS 2",-1
"Congratulations #MirabaiChanu on winning Silver medal for the country!🇮🇳🥈
You have made us all proud
#Tokyo2020 https://t.co/selEpkahCF",0
The Olympic Champion should be an ambassador for the sport and i feel like @CUttrupLudwig would be really a great o… https://t.co/4RL4wqxDqM,0
GOAL SWEDEN! BLACKSTENIUS WITH AN ABSOLUTE PEACH OF A GLANCING HEADER TO MAKE IT 🇸🇪 4-2 🇦🇺! #SWEvAUS #Tokyo2020,-1
"In tennis, Heather Watson is out of the women's singles in the opening round.

▪️ #Tokyo2020
▪️ #Olympics",61
"What a terrific win for Sutirtha Mukherjee 🤩

She comes back from 3-1 down to win 4-3 in the deciding game to beat… https://t.co/OTjpvx699U",3
Top top Distriaaaa🇽🇰 #Gold #Tokyo2020,60
Watching Olympics Sweden v Aussies on Eurosport 5 - it’s a great game only slightly spoiled by no commentary ! Come on Sweden ! #Tokyo2020,-1
"Ghazab.
Bhartiya Naari Sab par Bhaari.
#MirabaiChanu , remember the name.
Thank you for making us all proud… https://t.co/3APVdfe27m",-1
Another goal to Sweden #SWEvAUS #AUS #Tokyo2020 https://t.co/Ad1yRQgmvR,1
where do i stream women volleyball Olympic match????;; #Tokyo2020,-1
"Battle of past Olympians now up, Tsendbaatar Erdenebat (Mongolia) vs. Nicholas Okoth (Kenya). Erdenebat was in 2016… https://t.co/cRU4QRfD6I",4
Congratulations to #MirabaiChanu for opening India’s medals tally at #Tokyo2020 with a Silver medal. 🇮🇳 #Cheer4India https://t.co/c4PXMVWcqZ,-1
"@zoo_bear @mirabai_chanu Congratulations India @mirabai_chanu 
Good Start 

Many more medals to come.
#7Olympics… https://t.co/bNjXr0OZTr",0
They make her do a freaking interview literally one minute after she loses. #Tokyo2020 https://t.co/UnpqjQynCV,3
"Thank You and Congratulations @mirabai_chanu for a medal.
.
.
share success with your information using… https://t.co/BWpY341SnR",0
"Let this Sink In 
First Woman To score a double Hat trick at one Olympic at the age of 21. The name is Barbrah Bex… https://t.co/yBH5mttOh1",2
"FULL LIST: Team Nigeria’s Tokyo 2020 Olympic contingent

#Nigeria | #Tokyo2020 | #Olympics 

https://t.co/yns645xzEw",46
Not a fan of 3x3 Basketball in the @olympics. It’s like basketball for players who are on restricted court time. No… https://t.co/MeKT04FdLU,13
Britain's Drinkhall gets the win over Iran's Alamian. #Tokyo2020 #TableTennis #GBR #IRI,3
Good finish. Game over. #AUS #Tokyo2020,1
"GB badminton players Marcus Ellis and Lauren Smith won their opening mixed doubles match, beating France's Thom Gic… https://t.co/bQFw7npSDK",26
Keeper should have stopped that one #SWEvAUS #Tokyo2020,1
"Silver lining on the very 1st day at Olympics.
 
Uttaranchal University congratulates @mirabai_chanu for the winnin… https://t.co/WF8W2wXkqc",0
"India first award at Olympic #Tokyo2020 
Mirabai Chanu wins a Silver Medal in 49 kg Women's Weightlifting and made… https://t.co/nHuvxYta94",-1
"NOW SWEDEN HAS WOKEN UP!!!

4-2 !!! WOOPP WOOPP!!!!

#SWE #SWEAUS #Tokyo2020",1
Ref denies us a clear penalty in the first half then gets in the way before we concede. Thanks 🙄 #SWEvAUS #Tokyo2020,1
She is the first African player to score a hatrick in the Olympics. #Olympics  #Tokyo2020,2
"Should the Matildas fail to get out of the group, Gustavsson is in deep trouble

#Tokyo2020 #AUSvSWE",-1
"Arimis is in #Tokyo2020 Folks 🤣🤣🤣🤣🤣🤣
#Olympics 
#TeamKenya🇰🇪",7
Hockey VAR worse than football VAR #Tokyo2020 #TokyoOlympics,-1
On my knees🧎‍♀️🧎‍♀️@olympic_kz #Tokyo2020 https://t.co/bTk6LZ9unE,-1
First Medal for India !!! Congratulations @mirabai_chanu for winning Silver medal in the women’s weightlifting (49k… https://t.co/JiTazhUUPv,-1
Gogo Thailand’s Badminton XD Sapsiree &amp; Dechapol!! 🏸🏸 #Tokyo2020,9
Big Big #Congratulations and salute to @mirabai_chanu for her amazing performance at #Tokyo2020 by winning the silv… https://t.co/dOSF3OAjlb,-1
Heartiest Congratulations to @mirabai_chanu #Mirabai_Chanu For SILVER in women's 49kg weightlifting.. 🥈🏋️… https://t.co/jA1uDxTNqp,0
"I guess there are worse ways to start off the morning at work

#Tokyo2020 https://t.co/OprVi45TBJ",25
"What a proud moment for every Indian🇮🇳🇮🇳🇮🇳
Winning Moment from #Tokyo2020 

Congratulations India ✌✌

Congratulatio… https://t.co/OMte8ZEK3k",0
Prime Minister @narendramodi spoke to the remarkable @mirabai_chanu and congratulated her on winning the Silver Med… https://t.co/JsUSiEl5Iu,0
"#Shuttlers Chirag and Satwik, world no. 10, recorded a 21-16, 16-21, 27-25 win over third seeds Lee and Wang.… https://t.co/iVPNwnD8hq",26
"🏅🇯🇵📺

Inside the planning of the Tokyo Olympics, with no fans and a raging pandemic https://t.co/J3ssWXSA9E via… https://t.co/5zvoxkwnfl",32
"The last 15 Olympic gold winners in men's football 🥇

Who wins this time? 👇

#Tokyo2020 https://t.co/HgFjlBm2tI",-1
"I am not an expert on doubles in Badminton as my expertise mainly stays in singles, but I did some research on Tsai… https://t.co/akw4GV9TaX",26
Congratulations #MirabaiChanu on your win and Olympic medal. #Tokyo2020,-1
There's an uncertain legacy ahead for the #Tokyo2020 Olympics https://t.co/45mVm4827e https://t.co/F8IQQjjthS,-1
"You did your best! Malaysians are proud of you 🇲🇾🐯 

Don’t forget to show your support for #TeamMalaysia using… https://t.co/UrYLjKRawp",36
"Watch friends 🙏🏼🙏🏼🙏🏼
#Tokyo2020 #MirabaiChanu
#KGFChapter2 #YashBOSS
@TheNameIsYash @mirabai_chanu
https://t.co/tY5dAgn3Sd",-1
"@GBHockey  if I mouthed off and back-chatted the umpire as much as the South Africans are, I would expect at least… https://t.co/lwd8tdA1bZ",-1
4-2!!! #swe have killed off the #aus  #SWEvAUS #Tokyo2020,28
"A magnificent feat! 

Absolutely delighted to see India off the mark in #Olympics #Tokyo2020. Hearty congratulation… https://t.co/tLwezjF5v5",-1
"Off to a flying start! 

Huge Congratulations to @mirabai_chanu  🇮🇳 on winning the Silver Medal🥈for weightlifting… https://t.co/1lozg9ejXI",0
🥳🥳Congratulations @mirabai_chanu  waiting for more medals to be added in the list.all the best ….. #Tokyo2020… https://t.co/TAjG92bD7i,-1
"Gentle Reminder :

The only thing common between #MirabaiChanu &amp; #SonamKapoor is their Gender.

🤣🤣

#Tokyo2020",0
AUS smh #Tokyo2020,1
"Ahhhh, I think this one is done. Goalkeeper not in a good position, and the Sweden header goes in. 4-2 #Tokyo2020",-1
"Syrian 12-year-old Hend Zaza, who exited the women's table tennis tournament in the opening round - but made sure s… https://t.co/I3EOPgyQO3",-1
"So great to see our fans all over the world 😃

#Tokyo2020 #CyclingRoad https://t.co/oomRpAukEO",5
"Kosovo have only their second ever #Olympics gold, and the first one was also in judo in their first Olympics in Ri… https://t.co/FqZ7CupHlc",20
The Swedes have been… how do you say it… clinical. #Tokyo2020,1
USA dey beat us for Table Tennis #Tokyo2020,-1
"Look, we're still doing better than the USA. #Tokyo2020 #SWEvAUS",-1
"Congratulations #MirabaiChanu for achieving the first medal for India at Tokyo Olympics, we are proud of you!… https://t.co/F09w1ZPB7C",0
